ID-label1;ID-label2;GS conf;conf
http://Hohenheim#sid-DB4C0A6E-9FFA-4DA6-9DBA-94407BADD758;http://Muenster#sid-91E6E18C-CEDF-403F-9E17-73231413E6D4;0.875;0.8093621134757996
http://Hohenheim#sid-9487E693-D9A1-4049-A90C-371724878D5A;http://Muenster#sid-5DD3A49E-7B3D-47D1-AFA8-0B84AF735F72;1.0;0.7967417240142822
http://Hohenheim#sid-24D47A96-E6D1-472F-9C6F-24BFBA55CE27;http://Muenster#sid-4DC6FB4E-153C-422A-8896-193087C5AD07;1.0;0.7756701111793518
http://Hohenheim#sid-16C5EDE2-242D-446A-B150-5E1A5D3F6ED2;http://Muenster#sid-0A8BD8F6-562C-4872-8FE8-5244B2F536E7;0.875;1.0
http://Hohenheim#sid-3B362D2A-94FE-433F-B46F-E57F6F296CD2;http://Muenster#sid-E75E22AB-D608-459B-A125-3089B5FC6608;1.0;0.911512017250061
http://Hohenheim#sid-5F59D760-9062-4ECA-A984-61D03B97FDE6;http://Muenster#sid-E75E22AB-D608-459B-A125-3089B5FC6608;1.0;0.911512017250061
http://Hohenheim#sid-11376430-8BD2-40A7-82AB-FD1004325874;http://Muenster#sid-44A1166A-B085-4824-B038-02F1987DD012;0.875;1.0
http://Hohenheim#sid-9763AC57-5734-4494-A201-418849E6371F;http://Muenster#sid-04580F97-3E04-4CFC-9904-FF4A851B560C;0.875;0.9160851240158081
http://Hohenheim#sid-11376430-8BD2-40A7-82AB-FD1004325874;http://Muenster#sid-39727343-F5AF-48D3-B725-C0DBDC0EC15D;0.125;0.9273668527603149
http://Hohenheim#sid-29CFE8F0-3D84-478E-A27A-9FD962B466DB;http://Muenster#sid-6CEC9018-8549-4CC1-A04C-89C55ACCFEF0;0.125;0.8917313814163208
http://Hohenheim#sid-0B43A1DC-9CD7-4082-82F3-B012CAF55B53;http://Muenster#sid-BF267B00-F4BC-4BA0-AB88-90783AB25EC0;0.25;0.7902891039848328
http://Hohenheim#sid-F5DF9B8C-3421-4AD8-8E35-862722F230D5;http://Muenster#sid-E75E22AB-D608-459B-A125-3089B5FC6608;0.0;0.8630170226097107
http://Hohenheim#sid-F5DF9B8C-3421-4AD8-8E35-862722F230D5;http://Muenster#sid-4811BF85-FF42-4251-8F8A-7C9A07E6EC55;0.0;0.885875940322876
http://Hohenheim#sid-F5DF9B8C-3421-4AD8-8E35-862722F230D5;http://Muenster#sid-F82549DA-EE9A-45E6-A7A2-CD07DEAA9769;0.0;0.8324569463729858
http://Hohenheim#sid-F5DF9B8C-3421-4AD8-8E35-862722F230D5;http://Muenster#sid-AC882752-8183-4B69-A4D5-0F42117E1465;0.0;0.7767475247383118
