ID-label1;ID-label2;GS conf;conf
http://Hohenheim#sid-F5DF9B8C-3421-4AD8-8E35-862722F230D5;http://Wuerzburg#sid-8C628809-B4AD-4A0E-9BB9-E3AFAB22381C;0.75;0.9202508330345154
http://Hohenheim#sid-F5DF9B8C-3421-4AD8-8E35-862722F230D5;http://Wuerzburg#sid-48539062-6B70-468F-BF19-F74EEE12F0EB;0.125;0.8021576404571533
http://Hohenheim#sid-EA76CC8B-DB97-46CB-A2A0-5F44667C8B2E;http://Wuerzburg#sid-B06626EF-C70E-4D70-B20F-BA3DAC313DD9;1.0;0.9599472880363464
http://Hohenheim#sid-5F59D760-9062-4ECA-A984-61D03B97FDE6;http://Wuerzburg#sid-48539062-6B70-468F-BF19-F74EEE12F0EB;0.125;0.8096975684165955
http://Hohenheim#sid-9487E693-D9A1-4049-A90C-371724878D5A;http://Wuerzburg#sid-EEC31819-F1F0-4A9F-8EE8-D442CF2E2622;0.875;0.7955763936042786
http://Hohenheim#sid-F5DF9B8C-3421-4AD8-8E35-862722F230D5;http://Wuerzburg#sid-925591B8-59CC-4806-B43B-3B5F10D7794F;0.0;0.7784458994865417
http://Hohenheim#sid-3B362D2A-94FE-433F-B46F-E57F6F296CD2;http://Wuerzburg#sid-48539062-6B70-468F-BF19-F74EEE12F0EB;0.0;0.8096975684165955
http://Hohenheim#sid-3B362D2A-94FE-433F-B46F-E57F6F296CD2;http://Wuerzburg#sid-8C628809-B4AD-4A0E-9BB9-E3AFAB22381C;0.0;0.9172905087471008
http://Hohenheim#sid-5F59D760-9062-4ECA-A984-61D03B97FDE6;http://Wuerzburg#sid-8C628809-B4AD-4A0E-9BB9-E3AFAB22381C;0.0;0.9172905087471008
http://Hohenheim#sid-127FF88D-82B1-497C-810F-A233C9815279;http://Wuerzburg#sid-48539062-6B70-468F-BF19-F74EEE12F0EB;0.0;0.8510366082191467
http://Hohenheim#sid-0018F174-AA16-4850-98AB-1FB3C0AE4DA8;http://Wuerzburg#sid-4905EF0C-869A-4E84-B972-D562472547A0;0.0;0.8116884827613831
http://Hohenheim#sid-11376430-8BD2-40A7-82AB-FD1004325874;http://Wuerzburg#sid-8C069EC3-1A91-4327-9C7C-364898A9A6BF;0.0;0.8133477568626404
http://Hohenheim#sid-11376430-8BD2-40A7-82AB-FD1004325874;http://Wuerzburg#sid-9A5FD3B9-73DF-4C23-9E85-6298D3E6685F;0.0;0.7737827897071838
http://Hohenheim#sid-BEB61ACC-4977-43FF-BA82-A8D400C1FDB3;http://Wuerzburg#sid-48539062-6B70-468F-BF19-F74EEE12F0EB;0.0;0.7860530614852905
http://Hohenheim#sid-BEB61ACC-4977-43FF-BA82-A8D400C1FDB3;http://Wuerzburg#sid-8C628809-B4AD-4A0E-9BB9-E3AFAB22381C;0.0;0.8058785200119019
http://Hohenheim#sid-2F047787-FB05-403C-8F37-ED7C914BEBF8;http://Wuerzburg#sid-48539062-6B70-468F-BF19-F74EEE12F0EB;0.0;0.7774648666381836
http://Hohenheim#sid-9487E693-D9A1-4049-A90C-371724878D5A;http://Wuerzburg#sid-C583433D-A7B4-47FE-9B68-EEB7E514DB1E;0.0;0.7955763936042786
http://Hohenheim#sid-65B886A3-3075-4605-961B-5C2FB73ED1B3;http://Wuerzburg#sid-4905EF0C-869A-4E84-B972-D562472547A0;0.0;0.8116884827613831
