ID-label1;ID-label2;GS conf;conf
http://FU_Berlin#sid-40E8C5AF-D744-4471-A64D-96313973FB7E;http://Hohenheim#sid-0018F174-AA16-4850-98AB-1FB3C0AE4DA8;0.875;1.0
http://FU_Berlin#sid-8CD99AE0-12FB-4062-AEDC-AA4457745B90;http://Hohenheim#sid-F5DF9B8C-3421-4AD8-8E35-862722F230D5;0.75;1.0
http://FU_Berlin#sid-C7F816A3-51CD-4003-959F-D7334F288544;http://Hohenheim#sid-65B886A3-3075-4605-961B-5C2FB73ED1B3;0.125;1.0
http://FU_Berlin#sid-B6AB9BD8-F756-41D5-9C17-8E03673B22CC;http://Hohenheim#sid-F5DF9B8C-3421-4AD8-8E35-862722F230D5;0.25;1.0
http://FU_Berlin#sid-C7F816A3-51CD-4003-959F-D7334F288544;http://Hohenheim#sid-0018F174-AA16-4850-98AB-1FB3C0AE4DA8;0.0;1.0
http://FU_Berlin#sid-B7F2DD16-6741-4CB0-BFF4-42A20B9731FC;http://Hohenheim#sid-11376430-8BD2-40A7-82AB-FD1004325874;0.0;1.0
http://FU_Berlin#sid-4C4F7701-49EF-41A8-946A-88EF52B17794;http://Hohenheim#sid-C4B9A0D4-3335-4527-B339-DC83E05D5E30;0.0;1.0
http://FU_Berlin#sid-0808AB0B-C7D9-4CE3-9CEE-16F184F8A6EF;http://Hohenheim#sid-3B362D2A-94FE-433F-B46F-E57F6F296CD2;0.0;1.0
http://FU_Berlin#sid-0808AB0B-C7D9-4CE3-9CEE-16F184F8A6EF;http://Hohenheim#sid-5F59D760-9062-4ECA-A984-61D03B97FDE6;0.0;1.0
http://FU_Berlin#sid-110728C7-A18D-4D6E-9468-19E1A2524ED5;http://Hohenheim#sid-A0F4F7A5-C581-456C-85EE-0EA5E831BBB3;0.0;1.0
http://FU_Berlin#sid-9D9B9D3B-B540-465D-9CAC-AFE4A96DE279;http://Hohenheim#sid-4F885112-0FEB-40B6-81F6-577438355F3E;0.0;1.0
