ID-label1;ID-label2;GS conf;conf
http://Muenster#sid-7A3C1CD7-9190-48A3-A21E-58EAA921B7C7;http://Potsdam#sid-7E31973F-0987-4E8B-B586-05886C31EBD7;1.0;0.6050999760627747
http://Muenster#sid-5DD3A49E-7B3D-47D1-AFA8-0B84AF735F72;http://Potsdam#sid-D762B700-0BF5-4E53-95E1-C1150CFB8FB9;0.875;0.8835999965667725
http://Muenster#sid-2EE898C6-0225-4E13-B997-2D8DE74463E8;http://Potsdam#sid-5D9439A1-1455-4570-A9BE-34EFA757CA6A;0.75;0.6194000244140625
http://Muenster#sid-AC882752-8183-4B69-A4D5-0F42117E1465;http://Potsdam#sid-5D9439A1-1455-4570-A9BE-34EFA757CA6A;0.75;0.5993000268936157
http://Muenster#sid-3680E18B-E26C-4B7E-8462-F4CAD48F4985;http://Potsdam#sid-7A2F2AA8-E50F-40F2-B7ED-CDEDB810D97C;0.375;1.0
http://Muenster#sid-182346E3-C3CF-4CF6-B8E6-4D3D4BDA3D1B;http://Potsdam#sid-162937B1-3998-44B9-BB0A-840A43001E88;1.0;0.8835999965667725
http://Muenster#sid-A91510C7-052B-42D7-AE79-5117D98E57B7;http://Potsdam#sid-2A9C0ECA-8F9F-4329-9023-8A4B3332F463;1.0;0.8835999965667725
http://Muenster#sid-FF0DB83C-2CF0-4E75-BED9-7BC93C57F5E5;http://Potsdam#sid-D257B8C8-40C7-45B7-81BC-074AA5772C45;0.875;0.6050999760627747
http://Muenster#sid-5DBF77E5-6F45-462A-9589-8B8A202D5C1A;http://Potsdam#sid-17FDBB39-FBFF-46F5-A2AE-DAEC97FF32AD;0.875;0.8835999965667725
http://Muenster#sid-4811BF85-FF42-4251-8F8A-7C9A07E6EC55;http://Potsdam#sid-1181CC8B-F6CE-4E13-A25C-93BDF75B71B7;1.0;0.5489000082015991
http://Muenster#sid-13F8AF16-C3E3-42BC-95BB-98450FD7603D;http://Potsdam#sid-D6F6FE73-9224-4FA6-9826-C13A0C20FA8D;0.875;0.8835999965667725
http://Muenster#sid-8CEAA5CC-554F-4A5D-9682-F91D35CB7059;http://Potsdam#sid-D3AE1325-5912-4B94-9B35-72D7EBE6BE16;0.875;0.32269999384880066
http://Muenster#sid-ADC31BF6-B98E-4ECC-9EED-6E5AEB7A60D0;http://Potsdam#sid-D7986EB7-2220-4C30-A486-42454F049BCB;0.75;0.4124000072479248
http://Muenster#sid-E82C3C01-40A1-4E7D-B642-E6FFFA9008E8;http://Potsdam#sid-8DA2CA7E-99ED-4CF8-955B-FA96DD526870;0.875;0.4404999911785126
http://Muenster#sid-44A1166A-B085-4824-B038-02F1987DD012;http://Potsdam#sid-000A0B1A-81B1-47A9-AA69-7A50FC11468A;0.125;0.8835999965667725
http://Muenster#sid-E6A8B36B-08AD-48C1-B16A-8658B5B33076;http://Potsdam#sid-3D886B1E-C192-4489-B985-DC14F4422063;0.0;0.8835999965667725
http://Muenster#sid-E6A8B36B-08AD-48C1-B16A-8658B5B33076;http://Potsdam#sid-48597EDF-8BB6-40D4-A3EF-1FC862629BE3;0.0;0.8835999965667725
http://Muenster#sid-E6A8B36B-08AD-48C1-B16A-8658B5B33076;http://Potsdam#sid-9A285CA2-7AFF-4B7E-B20B-C37E9C5F77BE;0.0;0.8835999965667725
http://Muenster#sid-E6A8B36B-08AD-48C1-B16A-8658B5B33076;http://Potsdam#sid-2F154245-CBDC-4B33-9679-A9CADF7DF31A;0.0;0.8835999965667725
http://Muenster#sid-E3B35EE1-AB9A-4510-8933-07800ED87FDF;http://Potsdam#sid-F0B6060E-1460-4CFF-8D94-1181081F4671;0.0;0.40880000591278076
http://Muenster#sid-8049BBB8-0B3A-4E42-95C7-4781418558DE;http://Potsdam#sid-1181CC8B-F6CE-4E13-A25C-93BDF75B71B7;0.0;0.6496000289916992
http://Muenster#sid-8049BBB8-0B3A-4E42-95C7-4781418558DE;http://Potsdam#sid-F0B6060E-1460-4CFF-8D94-1181081F4671;0.0;0.46720001101493835
http://Muenster#sid-04580F97-3E04-4CFC-9904-FF4A851B560C;http://Potsdam#sid-1181CC8B-F6CE-4E13-A25C-93BDF75B71B7;0.0;0.5295000076293945
http://Muenster#sid-F82549DA-EE9A-45E6-A7A2-CD07DEAA9769;http://Potsdam#sid-1181CC8B-F6CE-4E13-A25C-93BDF75B71B7;0.0;0.5340999960899353
http://Muenster#sid-91E6E18C-CEDF-403F-9E17-73231413E6D4;http://Potsdam#sid-5D9439A1-1455-4570-A9BE-34EFA757CA6A;0.0;0.46470001339912415
http://Muenster#sid-222C84E3-5DAD-480E-B504-E79874210FEA;http://Potsdam#sid-CBF7C869-D493-4C33-95CC-B6E0DCC0C95B;0.0;0.5296000242233276
http://Muenster#sid-222C84E3-5DAD-480E-B504-E79874210FEA;http://Potsdam#sid-913A36A0-2F12-42FE-B791-904D6E57BF46;0.0;0.4943000078201294
http://Muenster#sid-E75E22AB-D608-459B-A125-3089B5FC6608;http://Potsdam#sid-F0B6060E-1460-4CFF-8D94-1181081F4671;0.0;0.4381999969482422
http://Muenster#sid-D116AE7C-E3B4-4C29-974D-303416C670E5;http://Potsdam#sid-FB567539-2B9F-4B9C-A2A8-4C8A9097CE89;0.0;1.0
